area_responsecode,form_type,domain,type,filter_key,code,var_purpose,question_description,domain_description,programa,question_split
Enfermagem - Enfermaria Pediatria_groupForm.group3.group3b.dm3_q9,formulario,dm3,select_one yesNoNA,keep,dm3_q9,,Cateteres?,Disponibilidade de Material médico-cirúrgico,Enfermagem,dm3_q9
Enfermagem - Enfermaria Pediatria_groupForm.group3.group3b.dm3_q10,formulario,dm3,select_one yesNoNA,keep,dm3_q10,,Existem camas suficientes com colchões em bom estado?,Disponibilidade de Material médico-cirúrgico,Enfermagem,dm3_q10
Enfermagem - Enfermaria Pediatria_groupForm.group3.group3b.dm3_q11,formulario,dm3,select_one yesNoNA,keep,dm3_q11,,Existe roupa de cama suficiente para responder a demanda? (minimo de duas mudas limpas disponiveis para trocar),Disponibilidade de Material médico-cirúrgico,Enfermagem,dm3_q11
Enfermagem - Enfermaria Pediatria_groupForm.groupDS3.yesCountG3,formulario,dm3,calculate,keep,yesCountG3,yesCount,,Disponibilidade de Material médico-cirúrgico,Enfermagem,yesCountG3
Enfermagem - Enfermaria Pediatria_groupForm.groupDS3.noCountG3,formulario,dm3,calculate,keep,noCountG3,noCount,,Disponibilidade de Material médico-cirúrgico,Enfermagem,noCountG3
Enfermagem - Enfermaria Pediatria_groupForm.groupDS3.naCountG3,formulario,dm3,calculate,keep,naCountG3,naCount,,Disponibilidade de Material médico-cirúrgico,Enfermagem,naCountG3
Enfermagem - Enfermaria Pediatria_groupForm.groupDS3.domainScore3,formulario,dm3,calculate,keep,domainScore3,domain_score,,Disponibilidade de Material médico-cirúrgico,Enfermagem,domainScore3
Enfermagem - Enfermaria Pediatria_groupForm.groupDS3.total_sim_domain3_resp,formulario,dm3,note,remove,total_sim_domain3_resp,,,Disponibilidade de Material médico-cirúrgico,Enfermagem,total_sim_domain3_resp
Enfermagem - Enfermaria Pediatria_groupForm.groupDS3.total_nao_domain3_resp,formulario,dm3,note,remove,total_nao_domain3_resp,,,Disponibilidade de Material médico-cirúrgico,Enfermagem,total_nao_domain3_resp
Enfermagem - Enfermaria Pediatria_groupForm.groupDS3.desempenho_domain3_resp,formulario,dm3,note,remove,desempenho_domain3_resp,,,Disponibilidade de Material médico-cirúrgico,Enfermagem,desempenho_domain3_resp
Enfermagem - Enfermaria Pediatria_groupForm.group4.yesCountG4,formulario,dm4,calculate,keep,yesCountG4,yesCount,,DESEMPENHO GERAL,Enfermagem,yesCountG4
Enfermagem - Enfermaria Pediatria_groupForm.group4.noCountG4,formulario,dm4,calculate,keep,noCountG4,noCount,,DESEMPENHO GERAL,Enfermagem,noCountG4
Enfermagem - Enfermaria Pediatria_groupForm.group4.naCountG4,formulario,dm4,calculate,keep,naCountG4,naCount,,DESEMPENHO GERAL,Enfermagem,naCountG4
Enfermagem - Enfermaria Pediatria_groupForm.group4.domainScore4,formulario,dm4,calculate,keep,domainScore4,domain_score,,DESEMPENHO GERAL,Enfermagem,domainScore4
Enfermagem - Enfermaria Pediatria_groupForm.group4.total_sim_area_resp,formulario,dm4,note,remove,total_sim_area_resp,,,DESEMPENHO GERAL,Enfermagem,total_sim_area_resp
Enfermagem - Enfermaria Pediatria_groupForm.group4.total_nao_area_resp,formulario,dm4,note,remove,total_nao_area_resp,,,DESEMPENHO GERAL,Enfermagem,total_nao_area_resp
Enfermagem - Enfermaria Pediatria_groupForm.group4.desempenho_area_resp,formulario,dm4,note,remove,desempenho_area_resp,,,DESEMPENHO GERAL,Enfermagem,desempenho_area_resp
Farmácia_totalDomains,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain9,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain10,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain11,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain12,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain13,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain14,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_domain15,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm1_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm1_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm1_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm2_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm2_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm2_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm2_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm2_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm2_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm2_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm3_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm3_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm3_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm3_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm3_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm3_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm3_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm3_question8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question9,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question10,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question11,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question12,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question13,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question14,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question15,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question16,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question17,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question18,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm4_question19,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question9,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question10,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question11,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm5_question12,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question9,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question10,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question11,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm6_question12,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question9,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question10,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question11,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm7_question12,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question9,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question10,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question11,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question12,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm8_question13,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question9,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question10,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm9_question11,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question9,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question10,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question11,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question12,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question13,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question14,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question15,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question16,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question17,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question18,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question19,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question20,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question21,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question22,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question23,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question24,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question25,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm10_question26,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question9,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question10,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm11_question11,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm12_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm12_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm12_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm12_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm12_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm12_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm12_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm12_question8,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm13_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm13_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm13_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm13_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm13_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm13_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm14_question1,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm14_question2,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm14_question3,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm14_question4,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm14_question5,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm14_question6,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_dm14_question7,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_generated_note_name_220,formulario,,remove,remove,,,,,Farmácia,0
Farmácia_groupForm.group1.dm1_q1,formulario,dm1,integer,keep,dm1_q1,,"Pergunte quantos Profisionais de Farmácia trabalham na US? (Considerar o total de farmacéuticos, técnicos e agentes)",Recursos Humanos,Farmácia,dm1_q1
Farmácia_groupForm.group1.dm1_q2,formulario,dm1,select_one yesNoNA,keep,dm1_q2,,Conhece os procedimentos para preparação de solutos?,Recursos Humanos,Farmácia,dm1_q2
Farmácia_groupForm.group1.dm1_q3,formulario,dm1,select_one yesNoNA,keep,dm1_q3,,Possui uma área específica para preparação de solutos?,Recursos Humanos,Farmácia,dm1_q3
Farmácia_groupForm.group2.dm2_q1,formulario,dm2,note,remove,dm2_q1,,Verificação das condições apropriadas de armazenamento de medicamentos na Farmácia:,Armazenamento de Medicamentos na Frmacia,Farmácia,dm2_q1
Farmácia_groupForm.group2.dm2_q2,formulario,dm2,select_one yesNoNA,keep,dm2_q2,,Janelas com grades e porta que garantam segurança (com cadeado/fechadura)?,Armazenamento de Medicamentos na Frmacia,Farmácia,dm2_q2
Farmácia_groupForm.group2.dm2_q3,formulario,dm2,select_one yesNoNA,keep,dm2_q3,,Prateleiras?,Armazenamento de Medicamentos na Frmacia,Farmácia,dm2_q3
Farmácia_groupForm.group2.dm2_q4,formulario,dm2,select_one yesNoNA,keep,dm2_q4,,Estrados?,Armazenamento de Medicamentos na Frmacia,Farmácia,dm2_q4
Farmácia_groupForm.group2.dm2_q5,formulario,dm2,select_one yesNoNA,keep,dm2_q5,,Climatização ou Sistema de Ventilação?,Armazenamento de Medicamentos na Frmacia,Farmácia,dm2_q5
Farmácia_groupForm.group2.dm2_q6,formulario,dm2,select_one yesNoNA,keep,dm2_q6,,Iluminação?,Armazenamento de Medicamentos na Frmacia,Farmácia,dm2_q6
Farmácia_groupForm.group2.dm2_q7,formulario,dm2,select_one yesNoNA,keep,dm2_q7,,Infiltração?,Armazenamento de Medicamentos na Frmacia,Farmácia,dm2_q7
Farmácia_groupForm.groupDS2.naCountG2,formulario,dm2,calculate,keep,naCountG2,naCount,,Armazenamento de Medicamentos na Frmacia,Farmácia,naCountG2
Farmácia_groupForm.groupDS2.yesCountG2,formulario,dm2,calculate,keep,yesCountG2,yesCount,,Armazenamento de Medicamentos na Frmacia,Farmácia,yesCountG2
Farmácia_groupForm.groupDS2.noCountG2,formulario,dm2,calculate,keep,noCountG2,noCount,,Armazenamento de Medicamentos na Frmacia,Farmácia,noCountG2
Farmácia_groupForm.groupDS2.domainScore2,formulario,dm2,calculate,keep,domainScore2,domain_score,,Armazenamento de Medicamentos na Frmacia,Farmácia,domainScore2
Farmácia_groupForm.groupDS2.FAR02_yes_values,formulario,dm2,note,remove,FAR02_yes_values,,,Armazenamento de Medicamentos na Frmacia,Farmácia,FAR02_yes_values
Farmácia_groupForm.groupDS2.FAR02_no_values,formulario,dm2,note,remove,FAR02_no_values,,,Armazenamento de Medicamentos na Frmacia,Farmácia,FAR02_no_values
Farmácia_groupForm.groupDS2.FAR02_Result_view,formulario,dm2,note,remove,FAR02_Result_view,,,Armazenamento de Medicamentos na Frmacia,Farmácia,FAR02_Result_view
Farmácia_groupForm.group3.dm3_q1,formulario,dm3,note,remove,dm3_q1,,Verificação de condições apropriadas de armazenamento de medicamentos no Depósito:,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,dm3_q1
Farmácia_groupForm.group3.dm3_q2,formulario,dm3,select_one yesNoNA,keep,dm3_q2,,Existe espaço suficiente para o armazenamento de medicamentos e artigos médicos para a demanda?,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,dm3_q2
Farmácia_groupForm.group3.dm3_q3,formulario,dm3,select_one yesNoNA,keep,dm3_q3,,Janelas com grades e porta que garantam segurança (com cadeado ou fechadura)?,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,dm3_q3
Farmácia_groupForm.group3.dm3_q4,formulario,dm3,select_one yesNoNA,keep,dm3_q4,,Prateleiras?,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,dm3_q4
Farmácia_groupForm.group3.dm3_q5,formulario,dm3,select_one yesNoNA,keep,dm3_q5,,Estrados?,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,dm3_q5
Farmácia_groupForm.group3.dm3_q6,formulario,dm3,select_one yesNoNA,keep,dm3_q6,,Climatização ou Sistema de Ventilação?,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,dm3_q6
Farmácia_groupForm.group3.dm3_q7,formulario,dm3,select_one yesNoNA,keep,dm3_q7,,Iluminação?,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,dm3_q7
Farmácia_groupForm.group3.dm3_q8,formulario,dm3,select_one yesNoNA,keep,dm3_q8,,Infiltração?,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,dm3_q8
Farmácia_groupForm.groupDS3.naCountG3,formulario,dm3,calculate,keep,naCountG3,naCount,,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,naCountG3
Farmácia_groupForm.groupDS3.yesCountG3,formulario,dm3,calculate,keep,yesCountG3,yesCount,,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,yesCountG3
Farmácia_groupForm.groupDS3.noCountG3,formulario,dm3,calculate,keep,noCountG3,noCount,,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,noCountG3
Farmácia_groupForm.groupDS3.domainScore3,formulario,dm3,calculate,keep,domainScore3,domain_score,,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,domainScore3
Farmácia_groupForm.groupDS3.FAR03_yes_values,formulario,dm3,note,remove,FAR03_yes_values,,,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,FAR03_yes_values
Farmácia_groupForm.groupDS3.FAR03_no_values,formulario,dm3,note,remove,FAR03_no_values,,,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,FAR03_no_values
Farmácia_groupForm.groupDS3.FAR03_Result_view,formulario,dm3,note,remove,FAR03_Result_view,,,Armazenamento de Medicamentos e artigos médicos no Depósito,Farmácia,FAR03_Result_view
Farmácia_groupForm.group4.group4a.dm4_q1,formulario,dm4,note,remove,dm4_q1,,Pergunte se nos últimos seis meses tiveram alguns destes Testes Rápidos com prazo de validade expirado:,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q1
Farmácia_groupForm.group4.group4a.dm4_q2,formulario,dm4,select_one yesNoNA,keep,dm4_q2,,Determine?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q2
Farmácia_groupForm.group4.group4a.dm4_q3,formulario,dm4,select_one yesNoNA,keep,dm4_q3,,Unigold?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q3
Farmácia_groupForm.group4.group4a.dm4_q4,formulario,dm4,select_one yesNoNA,keep,dm4_q4,,Sífilis?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q4
Farmácia_groupForm.group4.group4a.dm4_q5,formulario,dm4,select_one yesNoNA,keep,dm4_q5,,Duo test?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q5
Farmácia_groupForm.group4.group4a.dm4_q6,formulario,dm4,select_one yesNoNA,keep,dm4_q6,,Oral Test?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q6
Farmácia_groupForm.group4.group4a.dm4_q7,formulario,dm4,select_one yesNoNA,keep,dm4_q7,,TB LAM?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q7
Farmácia_groupForm.group4.group4a.dm4_q8,formulario,dm4,select_one yesNoNA,keep,dm4_q8,,CrAg?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q8
Farmácia_groupForm.group4.group4b.dm4_q9,formulario,dm4,note,remove,dm4_q9,,Verifique se nos últimos seis meses tiveram ruptura de algum destes Testes Rápidos: (Solicitar as fichas de stock e verificar se ficaram com stock zero),Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q9
Farmácia_groupForm.group4.group4b.dm4_q10,formulario,dm4,select_one yesNoNA,keep,dm4_q10,,Determine?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q10
Farmácia_groupForm.group4.group4b.dm4_q11,formulario,dm4,select_one yesNoNA,keep,dm4_q11,,Unigold?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q11
Farmácia_groupForm.group4.group4b.dm4_q12,formulario,dm4,select_one yesNoNA,keep,dm4_q12,,Sífilis?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q12
Farmácia_groupForm.group4.group4b.dm4_q13,formulario,dm4,select_one yesNoNA,keep,dm4_q13,,Duo test?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q13
Farmácia_groupForm.group4.group4b.dm4_q14,formulario,dm4,select_one yesNoNA,keep,dm4_q14,,Oral Test?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q14
Farmácia_groupForm.group4.group4b.dm4_q15,formulario,dm4,select_one yesNoNA,keep,dm4_q15,,TB LAM?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q15
Farmácia_groupForm.group4.group4c.dm4_q16,formulario,dm4,select_one yesNoNA,keep,dm4_q16,,CrAg?,Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q16
Farmácia_groupForm.group4.group4c.dm4_q17,formulario,dm4,select_one yesNoNA,keep,dm4_q17,,"Verifique se é feita a distribuição de Testes Rápidos de HIV para os diferentes sectores, com base na apresentação do Mapa de Consumo de Testes Rápidos?",Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q17
Farmácia_groupForm.group4.group4c.dm4_q18,formulario,dm4,select_one yesNoNA,keep,dm4_q18,,"Os Mapas de Consumo dos Serviços/Sectores são devidamente preenchidos? (Rúbrica de quem preenche e de quem elaborou, identificação do Sector, preenchimento por utente, somatórios no final do Mapa, rasuras e borrões)",Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q18
Farmácia_groupForm.group4.group4c.dm4_q19,formulario,dm4,select_one yesNoNA,keep,dm4_q19,,Verifique se há coerência dos dados dos justificativos dos Testes Rápidos? (comparar os dados do Mapa de Consumo dos Serviços/Sectores com o Mapa compilado de toda a US - MMIT),Gestão de Testes Rápidos no Depósito da US,Farmácia,dm4_q19
Farmácia_groupForm.groupDS4.naCountG4,formulario,dm4,calculate,keep,naCountG4,naCount,,Gestão de Testes Rápidos no Depósito da US,Farmácia,naCountG4
Farmácia_groupForm.groupDS4.yesCountG4,formulario,dm4,calculate,keep,yesCountG4,yesCount,,Gestão de Testes Rápidos no Depósito da US,Farmácia,yesCountG4
Farmácia_groupForm.groupDS4.noCountG4,formulario,dm4,calculate,keep,noCountG4,noCount,,Gestão de Testes Rápidos no Depósito da US,Farmácia,noCountG4
Farmácia_groupForm.groupDS4.domainScore4,formulario,dm4,calculate,keep,domainScore4,domain_score,,Gestão de Testes Rápidos no Depósito da US,Farmácia,domainScore4
Farmácia_groupForm.groupDS4.FAR04_yes_values,formulario,dm4,note,remove,FAR04_yes_values,,,Gestão de Testes Rápidos no Depósito da US,Farmácia,FAR04_yes_values
Farmácia_groupForm.groupDS4.FAR04_no_values,formulario,dm4,note,remove,FAR04_no_values,,,Gestão de Testes Rápidos no Depósito da US,Farmácia,FAR04_no_values
Farmácia_groupForm.groupDS4.FAR04_Result_view,formulario,dm4,note,remove,FAR04_Result_view,,,Gestão de Testes Rápidos no Depósito da US,Farmácia,FAR04_Result_view
Farmácia_groupForm.group5.group5a.dm5_q1,formulario,dm5,note,remove,dm5_q1,,Na Farmácia com sistema manual e ou Sistema electrónico verifique se:,Gestão de Medicamentos Antiretrovirais,Farmácia,dm5_q1
Farmácia_groupForm.group5.group5a.dm5_q2,formulario,dm5,select_one yesNoNA,keep,dm5_q2,,"Tem um sistema electrónico de gestão de Farmácia, incluindo gestão de ARV´s, FILAS, MDS´s, Faltosos e Abandonos,?",Gestão de Medicamentos Antiretrovirais,Farmácia,dm5_q2
